Id,Hazard
6,2.7147108561392086
7,4.852660174804796
8,5.639496803015865
9,3.5542484443575075
10,3.130403460698936
11,3.998670867828209
13,4.402578076272165
14,3.5405361473481918
16,3.5494272490946654
17,3.5052173025570736
18,4.864650898864153
20,3.078139861016461
27,7.881963764840401
28,4.333553909545801
29,2.8240385026105184
30,3.346005611007141
34,2.902539628743627
35,3.664998038028476
36,3.5198377539388845
37,4.171232837708417
38,3.4615600750686673
40,3.799339079786707
42,4.257976383290967
46,3.4895117378090115
47,3.841949706096906
48,4.069616738942599
49,6.134187517476064
51,3.979572862116531
52,4.3572682914335985
53,2.051777819829184
54,2.9473160657493693
55,3.0241266435439194
56,5.386544650902856
57,2.8374641556805633
60,4.44451004857257
61,3.107470779964042
64,4.9521028739328985
65,4.052962616308333
66,4.035586869668532
68,4.4098302403688185
70,3.3161930828853547
71,2.414854481388005
75,2.7312804322396165
76,4.334402287884581
78,5.528934481620575
80,3.5126756856520904
81,4.679935330258762
82,4.867393975959328
83,4.165485279918468
85,3.104863708876624
86,2.7508965903538933
87,3.3104604579285803
89,2.8598896657638266
90,3.8328526522741884
91,4.221234475309807
92,4.984153404254471
95,3.155519277971594
97,4.749006064381577
99,3.7290561119587107
101,4.1390371370856665
102,4.316128458279226
103,2.6598276379225885
104,4.035249426020964
107,4.435531637017836
108,3.5845055179344447
111,3.072818123930783
112,5.3720958467048385
115,5.518205124650307
119,2.9676407409643453
121,3.5713730761108584
124,3.482401010152354
128,5.45369956929437
130,5.661142760723051
131,5.153057164331831
133,5.685141326022843
134,4.522735236852845
137,4.114521899405584
138,3.9962519305795956
142,4.517058135686084
143,4.923403378536141
144,8.932578904524842
145,4.694984820183026
147,3.7979841425668397
148,4.5114723619369155
152,3.2864493710201126
154,13.578395852817824
158,2.8454964106839036
159,3.5373455265987728
160,4.535928578054306
161,4.535435052623072
164,2.8704048818746184
165,3.453532092078256
166,2.591360104130569
167,3.006975629887351
169,3.841744500118473
170,4.69633173037503
171,4.354022634735517
175,3.289040185120035
177,3.8597310708798807
178,4.3499441543088535
180,7.202631798217987
182,3.4270565654144294
184,7.653413309497055
185,6.4505543496620055
186,3.710685543412466
190,4.24588974971234
191,3.561140693759552
192,2.9950702538073273
195,5.037912675219322
196,5.556259560284999
197,3.899135012234308
198,5.11036643633496
199,8.246301180319097
200,3.024745647268337
204,3.080911655112212
205,3.9610077329221527
207,2.08553597779093
208,4.139050267583266
209,8.503875103719892
211,5.82287825907987
216,8.23864091498869
217,1.807321981585142
220,4.034829610413952
223,5.387819023492924
224,4.4080333206223585
230,3.5307894365288943
232,3.730960606975514
235,3.4043972495208896
236,5.058386315889154
238,3.402103713107568
240,2.605929172147878
242,4.424664459991125
244,3.735970769493929
245,3.3449088603612207
248,3.936372025329674
251,3.638360986896771
256,3.418315155655124
258,7.154090200495191
259,3.9133332048557206
261,4.2803400201849024
267,4.4421097747596425
268,4.117837376613031
270,4.9530279068570655
272,6.140400132014496
273,3.100168145980695
275,2.1072836675599316
276,3.3998205341751673
277,4.192533451764663
279,3.7636208417061523
283,4.219752424465773
284,4.137655933921866
286,2.8444050339611273
287,3.5654551165384705
288,2.411095918496394
289,5.980641793378335
292,3.7991852058825506
293,4.577072485766932
295,3.7052093185012422
297,3.3996929737476815
301,4.356999985963088
303,3.1742209019221024
304,3.659328057930063
305,2.945193237861721
308,3.0638795784207646
309,4.43211902447083
313,3.39537358366489
314,4.443610287029538
315,3.875931585554567
316,3.4863614636305185
318,4.825925388218831
320,5.080133785103041
324,3.7932023059423567
325,2.972667074044735
326,2.9065863321984255
327,3.5504980532857564
328,5.167548823748462
332,3.3779848382358173
333,5.4064858730201255
336,3.305855646845532
339,3.6757908915395303
340,4.988277611971151
342,4.635674210703049
344,6.697945649509356
345,3.6080433273226307
346,3.197778511269865
349,3.668483909864727
353,4.183962622929241
355,3.560620478799698
360,3.0028966633492162
363,4.009041947138795
366,3.3745306713425833
367,3.4329819251737677
369,4.139552368216532
371,5.19535946068144
372,2.8424565094648226
374,2.935547101735123
375,2.740835426190547
378,3.5300645855353325
379,2.2584283345541025
381,3.9966794227810594
382,2.8053010996074157
384,2.8674992963172725
385,3.05535204859589
387,4.482793282362566
388,2.9733298272121047
389,5.189587818256536
390,4.449656761504887
393,4.028883803918535
394,5.314661808688384
395,3.4438877185263292
397,2.028316305123682
398,4.525892027798794
399,3.8592913428258706
403,3.576674954519784
404,2.7943764887008067
406,2.881145307729719
407,3.155723502030673
410,2.756852894253529
411,3.7647599027067846
412,1.9867080180821883
413,5.079471242290542
417,4.047418577216892
419,3.5529360143397213
422,4.695475765020105
425,3.3079572007045517
426,4.1028334250499325
427,5.285605375027116
432,3.257301948027827
434,3.5929081406302705
437,2.9957170756351994
438,3.3973745204320887
440,5.494772891223207
441,4.95876723027645
443,2.371033933028963
445,4.637229300471689
447,2.636753696037837
449,3.3486661494352967
450,3.586940284068514
451,3.559630532335869
453,4.703479538368974
455,3.0127211405071046
456,4.827503494755166
459,4.330549543837292
461,2.812060095920228
463,3.0317810195540824
466,4.7918680261658055
467,2.965743186901638
469,3.294015719777125
470,6.930526165453324
472,4.454955382824181
477,3.7655320382934345
481,2.7964919791270515
485,5.022595627540153
492,3.960288645555001
494,4.431066003701673
497,3.513901122558182
503,2.9168736584325052
504,4.339172105797631
507,4.397049116043905
509,3.3572870308921203
511,5.366978372657594
512,3.0918618738313732
513,2.6223955608900127
516,5.581424506552833
517,2.339621273619591
518,3.079312496821257
522,3.8007148527412333
525,2.4239274569467915
526,2.719197791638342
527,8.610280947936957
529,3.394917643148519
534,5.300655082710823
538,2.6628918395462216
540,5.424507394534679
541,1.830096936469039
542,4.969354810292456
543,9.86600223993208
544,6.686019609719319
546,2.5749189404652024
547,3.605523023935479
550,3.845082042725065
554,3.760060695914947
556,2.8708156771143245
558,3.9006614767905754
559,2.4065110251178523
560,4.452522622185829
564,4.517019718000113
565,2.0913305051988966
566,3.8566509092568326
567,4.903863904104841
568,3.799912241663452
570,3.131630984115035
571,3.7254915166708953
575,3.3311340819980506
576,3.9626454846585153
585,2.638498195493597
586,4.128084445361513
589,3.0386679813257595
590,3.8824788466878912
591,3.6868071159955553
593,2.7676313384309683
594,3.2950391988695245
595,2.54494913724734
596,3.2820141885720533
597,4.226466358231002
598,3.474130402480026
599,3.0931460119638228
600,4.388079215301481
601,3.8685985863189964
609,3.169567327346579
613,4.450593867519038
619,4.3484716342737375
620,4.2409780626908296
621,6.24813888688939
622,4.01691437946585
623,3.2008312746155196
625,4.964642059268062
626,3.2214777677302218
628,2.682922551252651
629,5.0814669790061835
633,4.273461919499025
634,4.5353481900346955
635,7.751310674161279
636,3.7042838696257894
637,3.8216537848693655
638,3.1512686550024496
639,3.9927132502748055
640,4.9298125936911275
643,4.795534477981509
645,3.714248926671485
646,4.868582298238754
647,2.8248092526379516
649,3.6183165496060496
650,4.096812930375109
654,4.48301309315319
656,2.753214608212131
657,3.800632209938577
661,5.083374086589074
662,2.801428536609712
663,3.6269003009219904
664,2.555199140996037
667,3.579409139671527
668,4.384121251564953
672,3.1011547337818817
673,3.2885925922282455
675,4.543652158269637
676,2.819666457925031
677,3.233065699218911
678,4.781034605783131
679,4.8320477155041255
682,2.513105116924032
684,3.27635865123404
686,3.2991186606790057
687,5.964966182049367
688,3.7413201059833447
689,3.13336576341878
690,3.393988274399244
691,4.788316074071127
693,4.0602057355060905
694,3.546597218062823
695,3.2762999507788058
696,3.1128699929018477
699,4.486131467998887
702,5.559294931751673
703,3.067256900592434
704,2.1622118532325105
705,2.77010213002864
708,4.729496175024544
709,3.5454961131152958
710,3.129816457873704
711,3.991810776514238
712,4.320635327969223
713,4.674074883430853
714,4.975922110286809
724,4.970556781580886
725,3.2941054865561714
727,2.4534958944372525
729,3.4939571767321533
731,4.598736616133941
732,3.613571702306241
735,4.380085893553946
736,3.4046628522524944
738,3.5981331040430256
739,3.4892250902953554
741,4.886927936798245
744,3.3198540612988454
745,4.6237180756175755
749,3.618092361281043
750,3.577471619899984
753,3.3117962178186486
754,3.299546094285799
756,3.6998230800223455
759,4.519131517328975
763,3.3353432960784355
764,3.489002275332872
765,4.748241228601333
770,4.361738193502089
773,3.2191042726853922
774,3.3051801893763164
778,2.7337349838828393
780,3.6157669263389574
781,6.750262690041172
783,15.781759434649146
784,3.837382249374813
790,3.204177226880727
791,4.410060183040885
792,3.245704597416341
793,2.487867378226891
794,3.715319015646994
795,2.7410893502271056
796,3.574543658444443
801,5.078868374810344
802,4.269097875658698
805,3.7004170706489266
808,2.9570242552024966
809,4.357307325700573
813,4.339877909421003
814,6.6196341359813875
815,1.381608949882847
816,4.799568355386037
817,2.318971324938519
821,4.209868740539729
822,3.880875126460473
823,3.126746410632512
825,3.431162291114088
826,3.47776454122213
830,2.232585979468266
832,4.321648661921379
833,4.140228807842187
835,2.6176792888547173
837,2.8781370481968134
838,2.270766239562657
839,2.805902382377428
841,4.702628794689413
842,3.0954342215979684
844,4.580287288906075
853,2.6996968398972303
855,3.336905275630458
858,3.872112475442539
859,3.2608423310252217
860,3.0121562328137372
861,3.1262904828275433
862,2.1403534544054716
868,2.750331404644822
869,6.988528668079366
874,4.972128038180994
875,3.0328026501777066
877,4.4628355150355565
879,3.9601458461547585
885,4.100095649328899
886,3.2319477774318033
887,3.5108165476445707
892,3.8907994286828487
894,3.719528687137169
896,4.460078168047013
898,2.9255620065290904
899,4.127285702094989
900,4.427798787840179
901,2.500347201573335
903,4.759265758924994
904,8.646181473084074
906,3.993625746269319
907,4.589546378822772
908,3.672958746289736
909,3.087092009249889
915,3.7576051584759993
916,5.225104303781827
917,4.254242487064283
921,2.9307805879374342
922,4.487927159298239
923,4.656037207267474
924,3.7134668559784867
927,4.912766289720563
929,3.0594596094999007
932,4.0894810575036695
934,2.0185840875482977
935,6.6586500094331
937,4.217782752111778
940,3.220300224104034
944,4.659826977493498
946,3.9021534776830205
948,4.478189338509115
950,5.9083368262536196
952,3.6266167545441617
953,3.8826439151979946
956,2.7152367406277627
959,4.0286604407082605
960,3.611661492457153
961,2.9953769753232686
962,4.725443444401754
966,4.12510451794916
968,4.923384919579275
969,4.469119377637653
971,3.8968102513486294
972,3.5938026911950995
978,2.9799351461804804
